英雄A(阵营1),英雄B(阵营2),对局序号,单局胜负摘要,蓝方阵容(5人),红方阵容(5人)
钟无艳,曹操,4,阵营2 胜利,"曹操,姜子牙,元流之子(射手),宫本武藏,瑶","钟无艳,甄姬,戈娅,橘右京,少司缘"
钟无艳,曹操,5,阵营2 胜利,"曹操,西施,艾琳,孙悟空,盾山","钟无艳,小乔,元流之子(射手),赵云,张飞"
钟无艳,曹操,6,阵营2 胜利,"钟无艳,诸葛亮,虞姬,孙悟空,刘邦","曹操,高渐离,元流之子(射手),暃,张飞"
钟无艳,曹操,7,阵营1 胜利,"曹操,小乔,元流之子(射手),阿古朵,钟馗","钟无艳,海诺,戈娅,马超,太乙真人"
钟无艳,曹操,8,阵营1 胜利,"曹操,弈星,孙权,阿古朵,刘邦","钟无艳,杨玉环,蚩奼,韩信,苏烈"
钟无艳,曹操,9,阵营2 胜利,"曹操,沈梦溪,戈娅,李元芳,大乔","钟无艳,貂蝉,蚩奼,马超,朵莉亚"
钟无艳,曹操,10,阵营1 胜利,"钟无艳,不知火舞,百里守约,暃,墨子","曹操,沈梦溪,元流之子(射手),盘古,苏烈"
钟无艳,曹操,11,阵营2 胜利,"曹操,海诺,公孙离,宫本武藏,少司缘","钟无艳,沈梦溪,蚩奼,李白,大禹"
钟无艳,曹操,12,阵营2 胜利,"钟无艳,安琪拉,元流之子(射手),司马懿,张飞","曹操,杨玉环,苍,镜,太乙真人"
钟无艳,曹操,13,阵营1 胜利,"曹操,甄姬,蚩奼,李元芳,太乙真人","钟无艳,嫦娥,戈娅,哪吒,刘邦"
钟无艳,曹操,14,阵营1 胜利,"钟无艳,嫦娥,戈娅,李白,大乔","曹操,沈梦溪,百里守约,裴擒虎,盾山"
钟无艳,曹操,15,阵营2 胜利,"曹操,沈梦溪,戈娅,阿古朵,刘邦","钟无艳,海诺,元流之子(射手),雅典娜,大禹"
钟无艳,曹操,16,阵营2 胜利,"曹操,沈梦溪,元流之子(射手),杨戬,朵莉亚","钟无艳,武则天,公孙离,刘备,赵怀真"
钟无艳,曹操,17,阵营1 胜利,"钟无艳,弈星,戈娅,裴擒虎,大乔","曹操,金蝉,李信,澜,赵怀真"
钟无艳,曹操,18,阵营1 胜利,"钟无艳,杨玉环,艾琳,韩信,张飞","曹操,甄姬,蚩奼,镜,刘邦"
钟无艳,曹操,19,阵营2 胜利,"钟无艳,海月,艾琳,盘古,盾山","曹操,甄姬,蚩奼,镜,苏烈"
钟无艳,达摩,1,阵营2 胜利,"钟无艳,沈梦溪,虞姬,韩信,元流之子(辅助)","达摩,金蝉,狄仁杰,大司命,蔡文姬"
钟无艳,达摩,2,阵营1 胜利,"钟无艳,沈梦溪,苍,杨戬,刘邦","达摩,西施,蚩奼,大司命,大禹"
钟无艳,达摩,3,阵营2 胜利,"达摩,诸葛亮,蚩奼,韩信,苏烈","钟无艳,女娲,艾琳,云缨,盾山"
钟无艳,达摩,4,阵营2 胜利,"达摩,女娲,戈娅,镜,少司缘","钟无艳,小乔,元流之子(射手),澜,苏烈"
钟无艳,达摩,5,阵营1 胜利,"达摩,杨玉环,敖隐,哪吒,少司缘","钟无艳,武则天,蚩奼,百里玄策,赵怀真"
钟无艳,达摩,6,阵营2 胜利,"达摩,沈梦溪,李信,阿古朵,空空儿","钟无艳,杨玉环,戈娅,马超,苏烈"
钟无艳,达摩,7,阵营1 胜利,"达摩,海月,虞姬,诸葛亮,苏烈","钟无艳,大乔,元流之子(射手),铠,张飞"
钟无艳,达摩,8,阵营1 胜利,"钟无艳,不知火舞,艾琳,镜,大禹","达摩,武则天,孙尚香,露娜,刘邦"
钟无艳,达摩,9,阵营2 胜利,"达摩,诸葛亮,孙权,司马懿,刘邦","钟无艳,干将莫邪,莱西奥,哪吒,张飞"
钟无艳,达摩,10,阵营1 胜利,"达摩,嫦娥,戈娅,铠,苏烈","钟无艳,大乔,元流之子(射手),云缨,张飞"
钟无艳,达摩,11,阵营1 胜利,"达摩,西施,元流之子(射手),宫本武藏,盾山","钟无艳,海月,虞姬,镜,刘邦"
钟无艳,达摩,12,阵营2 胜利,"钟无艳,大乔,蚩奼,韩信,张飞","达摩,女娲,戈娅,裴擒虎,桑启"
钟无艳,达摩,13,阵营1 胜利,"达摩,高渐离,戈娅,李白,刘邦","钟无艳,嫦娥,公孙离,马超,杨玉环"
钟无艳,达摩,14,阵营1 胜利,"达摩,小乔,元流之子(射手),哪吒,苏烈","钟无艳,貂蝉,虞姬,韩信,张飞"
钟无艳,达摩,15,阵营1 胜利,"钟无艳,貂蝉,公孙离,诸葛亮,苏烈","达摩,海月,李信,暃,太乙真人"
钟无艳,达摩,16,阵营1 胜利,"达摩,嫦娥,李信,孙悟空,苏烈","钟无艳,沈梦溪,伽罗,诸葛亮,张良"
钟无艳,达摩,17,阵营2 胜利,"钟无艳,女娲,艾琳,马超,太乙真人","达摩,甄姬,蒙犽,百里玄策,苏烈"
钟无艳,达摩,18,阵营1 胜利,"达摩,不知火舞,蚩奼,孙悟空,苏烈","钟无艳,海月,狄仁杰,裴擒虎,少司缘"
钟无艳,达摩,19,阵营1 胜利,"钟无艳,海月,虞姬,猪八戒,蔡文姬","达摩,海诺,元流之子(射手),阿古朵,苏烈"
钟无艳,项羽,1,阵营2 胜利,"项羽,小乔,蚩奼,韩信,张飞","钟无艳,女娲,孙尚香,云缨,杨玉环"
钟无艳,项羽,2,阵营2 胜利,"钟无艳,沈梦溪,李信,云缨,元流之子(辅助)","项羽,海月,蚩奼,韩信,盾山"
钟无艳,项羽,3,阵营2 胜利,"项羽,女娲,黄忠,李白,墨子","钟无艳,沈梦溪,马可波罗,李元芳,苏烈"
钟无艳,项羽,4,阵营1 胜利,"项羽,武则天,李元芳,孙悟空,盾山","钟无艳,杨玉环,阿古朵,阿轲,苏烈"
钟无艳,项羽,5,阵营1 胜利,"项羽,女娲,艾琳,赵云,盾山","钟无艳,不知火舞,蚩奼,暃,苏烈"
钟无艳,项羽,6,阵营1 胜利,"项羽,沈梦溪,戈娅,阿古朵,苏烈","钟无艳,小乔,孙权,孙悟空,刘邦"
钟无艳,项羽,7,阵营2 胜利,"项羽,沈梦溪,戈娅,铠,元流之子(辅助)","钟无艳,大乔,艾琳,盘古,大禹"
钟无艳,项羽,8,阵营2 胜利,"钟无艳,小乔,蚩奼,李信,大乔","项羽,沈梦溪,狄仁杰,橘右京,元流之子(辅助)"
钟无艳,项羽,9,阵营2 胜利,"钟无艳,嫦娥,戈娅,百里玄策,少司缘","项羽,诸葛亮,孙权,裴擒虎,元流之子(辅助)"
钟无艳,项羽,10,阵营2 胜利,"项羽,嬴政,后羿,裴擒虎,墨子","钟无艳,小乔,孙尚香,典韦,苏烈"
钟无艳,项羽,11,阵营1 胜利,"项羽,妲己,苍,马超,苏烈","钟无艳,西施,元流之子(射手),暃,庄周"
钟无艳,项羽,12,阵营1 胜利,"项羽,大乔,元流之子(射手),诸葛亮,鲁班大师","钟无艳,海诺,苍,宫本武藏,关羽"
钟无艳,项羽,13,阵营2 胜利,"项羽,小乔,元流之子(射手),马超,太乙真人","钟无艳,女娲,公孙离,司马懿,刘邦"
钟无艳,项羽,14,阵营2 胜利,"项羽,海月,元流之子(射手),猪八戒,墨子","钟无艳,沈梦溪,戈娅,李元芳,大禹"
钟无艳,项羽,15,阵营2 胜利,"钟无艳,上官婉儿,元流之子(射手),韩信,刘邦","项羽,嫦娥,百里守约,赵云,桑启"
钟无艳,项羽,16,阵营1 胜利,"项羽,沈梦溪,蚩奼,百里玄策,少司缘","钟无艳,不知火舞,戈娅,铠,张飞"
钟无艳,项羽,17,阵营1 胜利,"钟无艳,嫦娥,蚩奼,猪八戒,盾山","项羽,干将莫邪,孙权,镜,张飞"
钟无艳,项羽,18,阵营1 胜利,"钟无艳,海诺,马可波罗,镜,元流之子(辅助)","项羽,女娲,鲁班七号,铠,少司缘"
钟无艳,项羽,19,阵营1 胜利,"钟无艳,西施,蚩奼,云缨,刘邦","项羽,貂蝉,孙尚香,孙悟空,少司缘"
钟无艳,老夫子,1,阵营1 胜利,"老夫子,安琪拉,公孙离,露娜,张良","钟无艳,大乔,元流之子(射手),橘右京,张飞"
钟无艳,老夫子,2,阵营2 胜利,"老夫子,姜子牙,艾琳,马超,廉颇","钟无艳,海月,李信,澜,杨玉环"
钟无艳,老夫子,3,阵营2 胜利,"钟无艳,貂蝉,元流之子(射手),李白,苏烈","老夫子,诸葛亮,蚩奼,孙悟空,张良"
钟无艳,老夫子,4,阵营1 胜利,"钟无艳,女娲,元流之子(射手),诸葛亮,太乙真人","老夫子,甄姬,孙权,云缨,鬼谷子"
钟无艳,老夫子,5,阵营2 胜利,"钟无艳,沈梦溪,李信,露娜,太乙真人","老夫子,嫦娥,元流之子(射手),娜可露露,张飞"
钟无艳,老夫子,6,阵营1 胜利,"老夫子,西施,公孙离,李白,张飞","钟无艳,海月,元流之子(射手),阿古朵,苏烈"
钟无艳,老夫子,7,阵营1 胜利,"老夫子,嫦娥,司空震,大司命,盾山","钟无艳,海诺,阿古朵,暃,大禹"
钟无艳,老夫子,8,阵营2 胜利,"老夫子,女娲,敖隐,云中君,瑶","钟无艳,甄姬,苍,韩信,墨子"
钟无艳,老夫子,9,阵营1 胜利,"钟无艳,安琪拉,元流之子(射手),孙悟空,赵怀真","老夫子,女娲,后羿,曜,张飞"
钟无艳,老夫子,10,阵营2 胜利,"老夫子,诸葛亮,百里守约,裴擒虎,元流之子(辅助)","钟无艳,沈梦溪,公孙离,马超,苏烈"
钟无艳,老夫子,11,阵营2 胜利,"钟无艳,西施,公孙离,裴擒虎,苏烈","老夫子,诸葛亮,敖隐,暃,廉颇"
钟无艳,老夫子,12,阵营1 胜利,"老夫子,沈梦溪,艾琳,阿古朵,桑启","钟无艳,嫦娥,元流之子(射手),橘右京,大禹"
钟无艳,老夫子,13,阵营1 胜利,"钟无艳,大乔,艾琳,马超,武则天","老夫子,安琪拉,元流之子(射手),暃,少司缘"
钟无艳,老夫子,14,阵营1 胜利,"钟无艳,甄姬,孙尚香,大司命,刘邦","老夫子,西施,李信,典韦,苏烈"
钟无艳,老夫子,15,阵营1 胜利,"钟无艳,沈梦溪,元流之子(射手),裴擒虎,少司缘","老夫子,貂蝉,百里守约,赵云,元流之子(坦克)"
钟无艳,老夫子,16,阵营1 胜利,"钟无艳,诸葛亮,艾琳,宫本武藏,刘邦","老夫子,沈梦溪,蚩奼,裴擒虎,苏烈"
钟无艳,老夫子,17,阵营2 胜利,"钟无艳,嫦娥,元流之子(射手),韩信,钟馗","老夫子,沈梦溪,艾琳,百里玄策,盾山"
钟无艳,老夫子,18,阵营1 胜利,"老夫子,武则天,敖隐,娜可露露,大禹","钟无艳,貂蝉,蚩奼,韩信,元流之子(辅助)"
钟无艳,老夫子,19,阵营2 胜利,"钟无艳,女娲,戈娅,娜可露露,少司缘","老夫子,武则天,蚩奼,刘备,墨子"
钟无艳,关羽,1,阵营1 胜利,"钟无艳,嫦娥,虞姬,镜,空空儿","关羽,杨玉环,元流之子(射手),马超,大禹"
钟无艳,关羽,2,阵营1 胜利,"钟无艳,弈星,元流之子(射手),阿古朵,苏烈","关羽,嫦娥,苍,李白,猪八戒"
钟无艳,关羽,3,阵营2 胜利,"关羽,女娲,敖隐,裴擒虎,张飞","钟无艳,西施,元流之子(射手),橘右京,刘邦"
钟无艳,关羽,4,阵营1 胜利,"关羽,貂蝉,公孙离,马超,太乙真人","钟无艳,海月,虞姬,赵云,张飞"
钟无艳,关羽,5,阵营2 胜利,"关羽,小乔,敖隐,盘古,元流之子(辅助)","钟无艳,沈梦溪,元流之子(射手),裴擒虎,张飞"
钟无艳,关羽,6,阵营1 胜利,"关羽,杨玉环,公孙离,阿古朵,大乔","钟无艳,不知火舞,蚩奼,百里玄策,刘邦"
钟无艳,关羽,7,阵营1 胜利,"关羽,嫦娥,敖隐,哪吒,苏烈","钟无艳,金蝉,元流之子(射手),镜,杨玉环"
钟无艳,关羽,8,阵营2 胜利,"关羽,貂蝉,戈娅,镜,苏烈","钟无艳,不知火舞,元流之子(射手),裴擒虎,张飞"
钟无艳,关羽,9,阵营2 胜利,"钟无艳,海诺,孙权,娜可露露,元流之子(辅助)","关羽,安琪拉,艾琳,铠,蔡文姬"
钟无艳,关羽,10,阵营1 胜利,"关羽,嫦娥,艾琳,韩信,元流之子(辅助)","钟无艳,上官婉儿,狄仁杰,马超,苏烈"
钟无艳,关羽,11,阵营2 胜利,"关羽,女娲,虞姬,镜,墨子","钟无艳,杨玉环,元流之子(射手),哪吒,盾山"
钟无艳,关羽,12,阵营2 胜利,"关羽,女娲,狄仁杰,司马懿,大禹","钟无艳,高渐离,虞姬,大司命,少司缘"
钟无艳,关羽,13,阵营2 胜利,"钟无艳,海诺,戈娅,澜,元流之子(辅助)","关羽,姜子牙,孙权,裴擒虎,刘邦"
钟无艳,关羽,14,阵营1 胜利,"钟无艳,海月,戈娅,韩信,太乙真人","关羽,诸葛亮,苍,澜,刘邦"
钟无艳,关羽,15,阵营1 胜利,"关羽,女娲,戈娅,百里玄策,苏烈","钟无艳,蚩奼,海诺,露娜,刘邦"
钟无艳,关羽,16,阵营1 胜利,"钟无艳,海诺,狄仁杰,露娜,盾山","关羽,武则天,孙权,铠,廉颇"
钟无艳,关羽,17,阵营2 胜利,"关羽,嫦娥,孙权,孙悟空,张飞","钟无艳,沈梦溪,戈娅,典韦,刘邦"
钟无艳,关羽,18,阵营1 胜利,"关羽,沈梦溪,戈娅,暃,少司缘","钟无艳,武则天,蚩奼,橘右京,刘邦"
钟无艳,关羽,19,阵营1 胜利,"关羽,不知火舞,苍,百里玄策,苏烈","钟无艳,貂蝉,戈娅,裴擒虎,张飞"
钟无艳,貂蝉,1,阵营1 胜利,"钟无艳,杨玉环,蚩奼,韩信,张飞","貂蝉,甄姬,元流之子(射手),裴擒虎,大禹"
钟无艳,貂蝉,2,阵营2 胜利,"钟无艳,沈梦溪,鲁班七号,暃,盾山","貂蝉,诸葛亮,孙权,裴擒虎,张飞"
钟无艳,程咬金,1,阵营1 胜利,"钟无艳,小乔,戈娅,云缨,少司缘","程咬金,嫦娥,蚩奼,阿古朵,太乙真人"
钟无艳,程咬金,2,阵营2 胜利,"程咬金,干将莫邪,公孙离,镜,大禹","钟无艳,小乔,虞姬,暃,太乙真人"
钟无艳,程咬金,3,阵营2 胜利,"钟无艳,嬴政,元流之子(射手),云缨,项羽","程咬金,嫦娥,戈娅,孙悟空,钟馗"
钟无艳,程咬金,4,阵营2 胜利,"钟无艳,嫦娥,虞姬,赵云,桑启","程咬金,诸葛亮,李信,典韦,张飞"
钟无艳,程咬金,5,阵营1 胜利,"程咬金,诸葛亮,虞姬,暃,墨子","钟无艳,杨玉环,元流之子(射手),马超,大禹"
钟无艳,程咬金,6,阵营1 胜利,"程咬金,女娲,元流之子(射手),百里玄策,少司缘","钟无艳,海月,公孙离,暃,朵莉亚"
钟无艳,程咬金,7,阵营1 胜利,"程咬金,沈梦溪,马可波罗,铠,庄周","钟无艳,诸葛亮,元流之子(射手),赵云,苏烈"
钟无艳,程咬金,8,阵营2 胜利,"程咬金,沈梦溪,虞姬,暃,刘邦","钟无艳,海诺,李信,哪吒,少司缘"
钟无艳,程咬金,9,阵营2 胜利,"钟无艳,杨玉环,李信,孙悟空,廉颇","程咬金,沈梦溪,伽罗,宫本武藏,张飞"
钟无艳,程咬金,10,阵营2 胜利,"程咬金,嫦娥,元流之子(射手),曜,苏烈","钟无艳,貂蝉,公孙离,暃,大禹"
钟无艳,程咬金,11,阵营1 胜利,"钟无艳,元流之子(法师),伽罗,赵云,少司缘","程咬金,不知火舞,公孙离,露娜,张飞"
钟无艳,程咬金,12,阵营2 胜利,"程咬金,诸葛亮,公孙离,镜,苏烈","钟无艳,嫦娥,虞姬,云缨,太乙真人"
钟无艳,程咬金,13,阵营1 胜利,"钟无艳,嫦娥,元流之子(射手),赵云,张飞","程咬金,沈梦溪,李元芳,暃,大禹"
钟无艳,程咬金,14,阵营2 胜利,,未集齐10人
钟无艳,程咬金,15,阵营2 胜利,,未集齐10人
钟无艳,程咬金,16,阵营1 胜利,,未集齐10人
钟无艳,程咬金,17,阵营2 胜利,"程咬金,小乔,元流之子(射手),杨戬,少司缘","钟无艳,海诺,后羿,云缨,刘邦"
钟无艳,程咬金,18,阵营2 胜利,"钟无艳,女娲,公孙离,暃,杨玉环","程咬金,扁鹊,元流之子(射手),阿古朵,苏烈"
钟无艳,程咬金,19,阵营1 胜利,"程咬金,女娲,元流之子(射手),阿古朵,少司缘","钟无艳,沈梦溪,虞姬,曜,元流之子(辅助)"
钟无艳,兰陵王,1,阵营1 胜利,"兰陵王,干将莫邪,元流之子(射手),孙悟空,苏烈","钟无艳,海月,艾琳,雅典娜,少司缘"
钟无艳,兰陵王,2,阵营2 胜利,"钟无艳,甄姬,马可波罗,裴擒虎,刘邦","兰陵王,沈梦溪,狄仁杰,李白,钟馗"
钟无艳,兰陵王,3,阵营2 胜利,"兰陵王,不知火舞,戈娅,百里玄策,大禹","钟无艳,米莱狄,公孙离,镜,苏烈"
钟无艳,兰陵王,4,阵营1 胜利,"钟无艳,大乔,敖隐,韩信,张飞","兰陵王,甄姬,元流之子(射手),暃,刘邦"
钟无艳,兰陵王,5,阵营1 胜利,"钟无艳,小乔,虞姬,大司命,杨玉环","兰陵王,高渐离,马可波罗,孙悟空,张飞"
钟无艳,兰陵王,6,阵营2 胜利,"兰陵王,女娲,孙权,赵云,少司缘","钟无艳,海诺,苍,韩信,鲁班大师"
钟无艳,兰陵王,7,阵营2 胜利,"兰陵王,小乔,戈娅,铠,刘邦","钟无艳,女娲,蚩奼,橘右京,苏烈"
钟无艳,兰陵王,8,阵营1 胜利,"钟无艳,女娲,李元芳,司马懿,苏烈","兰陵王,甄姬,元流之子(射手),暃,大禹"
钟无艳,兰陵王,9,阵营2 胜利,"兰陵王,沈梦溪,公孙离,雅典娜,元流之子(辅助)","钟无艳,嫦娥,蒙犽,赵云,太乙真人"
钟无艳,兰陵王,10,阵营2 胜利,"兰陵王,米莱狄,公孙离,马超,少司缘","钟无艳,嫦娥,蚩奼,暃,太乙真人"
钟无艳,兰陵王,11,阵营2 胜利,"兰陵王,上官婉儿,后羿,典韦,鲁班大师","钟无艳,女娲,戈娅,裴擒虎,张飞"
钟无艳,兰陵王,12,阵营2 胜利,"钟无艳,上官婉儿,后羿,阿古朵,刘邦","兰陵王,姜子牙,百里守约,诸葛亮,太乙真人"
钟无艳,兰陵王,13,阵营2 胜利,"钟无艳,不知火舞,艾琳,孙悟空,盾山","兰陵王,上官婉儿,敖隐,裴擒虎,刘邦"
钟无艳,兰陵王,14,阵营1 胜利,"兰陵王,海月,蚩奼,暃,张良","钟无艳,沈梦溪,后羿,李白,张飞"
钟无艳,兰陵王,15,阵营1 胜利,"钟无艳,西施,虞姬,裴擒虎,元流之子(辅助)","兰陵王,公孙离,嫦娥,韩信,苏烈"
钟无艳,兰陵王,16,阵营2 胜利,"钟无艳,诸葛亮,蚩奼,镜,少司缘","兰陵王,嫦娥,鲁班七号,马超,桑启"
钟无艳,兰陵王,17,阵营2 胜利,"钟无艳,海诺,公孙离,阿古朵,大禹","兰陵王,甄姬,狄仁杰,李白,苏烈"
钟无艳,兰陵王,18,阵营1 胜利,"兰陵王,嫦娥,苍,镜,苏烈","钟无艳,武则天,元流之子(射手),暃,少司缘"
钟无艳,兰陵王,19,阵营2 胜利,"钟无艳,武则天,虞姬,铠,桑启","兰陵王,沈梦溪,李信,诸葛亮,盾山"
钟无艳,花木兰,1,阵营2 胜利,"钟无艳,嫦娥,李信,暃,少司缘","花木兰,不知火舞,蚩奼,阿古朵,大禹"
钟无艳,花木兰,2,阵营2 胜利,"钟无艳,不知火舞,蚩奼,韩信,桑启","花木兰,女娲,元流之子(射手),赵云,苏烈"
钟无艳,花木兰,3,阵营2 胜利,"花木兰,沈梦溪,李信,镜,元歌","钟无艳,杨玉环,艾琳,杨戬,钟馗"
钟无艳,花木兰,4,阵营2 胜利,"花木兰,上官婉儿,元流之子(射手),孙悟空,鲁班大师","钟无艳,沈梦溪,狄仁杰,娜可露露,太乙真人"
钟无艳,花木兰,5,阵营1 胜利,"钟无艳,杨玉环,戈娅,铠,刘邦","花木兰,诸葛亮,艾琳,镜,少司缘"
钟无艳,花木兰,6,阵营1 胜利,"花木兰,沈梦溪,莱西奥,裴擒虎,苏烈","钟无艳,海月,戈娅,马超,张飞"
钟无艳,花木兰,7,阵营1 胜利,"花木兰,大乔,戈娅,镜,大禹","钟无艳,嫦娥,元流之子(射手),暃,苏烈"
钟无艳,花木兰,8,阵营1 胜利,"花木兰,嫦娥,戈娅,杨戬,东皇太一","钟无艳,沈梦溪,艾琳,大司命,少司缘"
钟无艳,花木兰,9,阵营1 胜利,"钟无艳,甄姬,元流之子(射手),娜可露露,苏烈","花木兰,不知火舞,蚩奼,铠,朵莉亚"
钟无艳,花木兰,10,阵营1 胜利,"钟无艳,金蝉,孙权,马超,太乙真人","花木兰,武则天,蚩奼,镜,墨子"
钟无艳,花木兰,11,阵营1 胜利,"花木兰,女娲,戈娅,赵云,刘邦","钟无艳,沈梦溪,公孙离,大司命,杨玉环"
钟无艳,花木兰,12,阵营2 胜利,"钟无艳,不知火舞,公孙离,裴擒虎,张飞","花木兰,嫦娥,孙尚香,露娜,大乔"
钟无艳,花木兰,13,阵营2 胜利,"钟无艳,大乔,孙尚香,阿古朵,太乙真人","花木兰,海诺,艾琳,赵云,朵莉亚"
钟无艳,花木兰,14,阵营1 胜利,"钟无艳,嬴政,李信,马超,鬼谷子","花木兰,嫦娥,敖隐,裴擒虎,大禹"
钟无艳,花木兰,15,阵营1 胜利,"花木兰,女娲,元流之子(射手),娜可露露,墨子","钟无艳,海月,公孙离,暃,刘邦"
钟无艳,花木兰,16,阵营1 胜利,"花木兰,沈梦溪,虞姬,李白,大禹","钟无艳,杨玉环,艾琳,澜,刘邦"
钟无艳,花木兰,17,阵营1 胜利,"花木兰,嫦娥,元流之子(射手),典韦,刘邦","钟无艳,不知火舞,李信,橘右京,苏烈"
钟无艳,花木兰,18,阵营2 胜利,"花木兰,小乔,元流之子(射手),露娜,刘邦","钟无艳,沈梦溪,公孙离,裴擒虎,大禹"
钟无艳,花木兰,19,阵营2 胜利,"钟无艳,杨玉环,敖隐,镜,盾山","花木兰,大乔,虞姬,兰陵王,少司缘"
钟无艳,橘右京,1,阵营1 胜利,"钟无艳,小乔,公孙离,赵云,大乔","橘右京,诸葛亮,李信,云缨,大禹"
钟无艳,橘右京,2,阵营1 胜利,"钟无艳,女娲,元流之子(射手),哪吒,大禹","橘右京,姜子牙,艾琳,马超,盾山"
钟无艳,橘右京,3,阵营1 胜利,"钟无艳,诸葛亮,敖隐,大司命,苏烈","橘右京,元流之子(法师),虞姬,云缨,刘邦"
钟无艳,亚瑟,1,阵营1 胜利,"钟无艳,女娲,李信,暃,少司缘","亚瑟,杨玉环,元流之子(射手),典韦,张飞"
钟无艳,亚瑟,2,阵营2 胜利,"钟无艳,沈梦溪,后羿,澜,少司缘","亚瑟,诸葛亮,艾琳,百里玄策,元流之子(辅助)"
钟无艳,亚瑟,3,阵营1 胜利,"亚瑟,杨玉环,元流之子(射手),暃,张飞","钟无艳,太乙真人,蚩奼,裴擒虎,朵莉亚"
钟无艳,亚瑟,4,阵营2 胜利,"钟无艳,元流之子(法师),百里守约,娜可露露,少司缘","亚瑟,高渐离,公孙离,镜,苏烈"
钟无艳,亚瑟,5,阵营2 胜利,"钟无艳,元流之子(法师),百里守约,镜,少司缘","亚瑟,上官婉儿,孙权,铠,项羽"
钟无艳,亚瑟,6,阵营1 胜利,"钟无艳,杨玉环,虞姬,裴擒虎,刘邦","亚瑟,甄姬,莱西奥,大司命,少司缘"
钟无艳,亚瑟,7,阵营2 胜利,"钟无艳,海月,元流之子(射手),阿轲,少司缘","亚瑟,沈梦溪,戈娅,刘备,刘邦"
钟无艳,亚瑟,8,阵营1 胜利,"亚瑟,沈梦溪,后羿,云中君,张飞","钟无艳,小乔,敖隐,哪吒,苏烈"
钟无艳,亚瑟,9,阵营1 胜利,"钟无艳,嫦娥,敖隐,百里玄策,鬼谷子","亚瑟,高渐离,元流之子(射手),李白,太乙真人"
钟无艳,亚瑟,10,阵营2 胜利,"亚瑟,弈星,元流之子(射手),韩信,太乙真人","钟无艳,沈梦溪,后羿,铠,朵莉亚"
钟无艳,亚瑟,11,阵营2 胜利,"钟无艳,西施,虞姬,百里玄策,元流之子(辅助)","亚瑟,沈梦溪,公孙离,暃,少司缘"
钟无艳,亚瑟,12,阵营2 胜利,"钟无艳,诸葛亮,戈娅,暃,鲁班大师","亚瑟,嫦娥,元流之子(射手),裴擒虎,少司缘"
钟无艳,亚瑟,13,阵营2 胜利,"钟无艳,貂蝉,百里守约,镜,苏烈","亚瑟,杨玉环,元流之子(射手),裴擒虎,太乙真人"
钟无艳,亚瑟,14,阵营2 胜利,"亚瑟,西施,李信,澜,大禹","钟无艳,高渐离,公孙离,赵云,少司缘"
钟无艳,亚瑟,15,阵营2 胜利,"亚瑟,武则天,元流之子(射手),百里玄策,杨玉环","钟无艳,沈梦溪,公孙离,韩信,元流之子(坦克)"
钟无艳,亚瑟,16,阵营1 胜利,"亚瑟,女娲,戈娅,镜,大禹","钟无艳,海诺,虞姬,阿古朵,少司缘"
钟无艳,亚瑟,17,阵营2 胜利,"钟无艳,不知火舞,李信,梦奇,大禹","亚瑟,诸葛亮,元流之子(射手),马超,盾山"
钟无艳,亚瑟,18,阵营1 胜利,"亚瑟,嬴政,狄仁杰,赵云,元流之子(辅助)","钟无艳,女娲,元流之子(射手),裴擒虎,大禹"
钟无艳,亚瑟,19,阵营1 胜利,"亚瑟,西施,元流之子(射手),司马懿,赵怀真","钟无艳,沈梦溪,虞姬,雅典娜,大乔"
钟无艳,蚩奼,1,阵营2 胜利,"钟无艳,不知火舞,虞姬,裴擒虎,刘邦","蚩奼,沈梦溪,元流之子(射手),李白,大禹"
钟无艳,蚩奼,2,阵营2 胜利,"蚩奼,小乔,苍,哪吒,苏烈","钟无艳,弈星,元流之子(射手),大司命,少司缘"
钟无艳,蚩奼,3,阵营2 胜利,"钟无艳,沈梦溪,孙权,大司命,刘邦","蚩奼,不知火舞,虞姬,暃,元流之子(辅助)"
钟无艳,蚩奼,4,阵营1 胜利,"钟无艳,海诺,虞姬,裴擒虎,苏烈","蚩奼,海月,后羿,诸葛亮,盾山"
钟无艳,蚩奼,5,阵营2 胜利,"钟无艳,周瑜,公孙离,阿古朵,刘邦","蚩奼,小乔,虞姬,云中君,鲁班大师"
钟无艳,蚩奼,6,阵营1 胜利,"蚩奼,金蝉,苍,镜,张飞","钟无艳,西施,公孙离,韩信,鲁班大师"
钟无艳,蚩奼,7,阵营1 胜利,"钟无艳,海诺,戈娅,典韦,太乙真人","蚩奼,周瑜,狄仁杰,百里玄策,盾山"
钟无艳,蚩奼,8,阵营1 胜利,"蚩奼,不知火舞,公孙离,铠,太乙真人","钟无艳,西施,后羿,大司命,赵怀真"
钟无艳,蚩奼,9,阵营1 胜利,"蚩奼,武则天,戈娅,李白,张飞","钟无艳,干将莫邪,孙权,露娜,刘邦"
钟无艳,蚩奼,10,阵营1 胜利,"钟无艳,西施,狄仁杰,马超,少司缘","蚩奼,诸葛亮,元流之子(射手),哪吒,大乔"
钟无艳,蚩奼,11,阵营2 胜利,"蚩奼,沈梦溪,虞姬,铠,太乙真人","钟无艳,弈星,后羿,裴擒虎,苏烈"
钟无艳,蚩奼,12,阵营1 胜利,"蚩奼,武则天,元流之子(射手),曜,姜子牙","钟无艳,貂蝉,李信,阿古朵,苏烈"
