英雄A(阵营1),英雄B(阵营2),对局序号,单局胜负摘要,蓝方阵容(5人),红方阵容(5人)
马可波罗,公孙离,16,阵营1 胜利,"杨戬,女娲,马可波罗,镜,张良","影,沈梦溪,公孙离,韩信,少司缘"
马可波罗,公孙离,17,阵营1 胜利,"元流之子(坦克),小乔,马可波罗,诸葛亮,桑启","蚩奼,不知火舞,公孙离,赵云,刘邦"
马可波罗,公孙离,18,阵营1 胜利,"蒙恬,嫦娥,马可波罗,裴擒虎,张飞","马超,沈梦溪,公孙离,韩信,苏烈"
马可波罗,公孙离,19,阵营1 胜利,"杨戬,嫦娥,马可波罗,诸葛亮,张飞","哪吒,小乔,公孙离,澜,刘邦"
马可波罗,李信,1,阵营2 胜利,"夏洛特,沈梦溪,李信,百里玄策,张飞","蒙恬,不知火舞,马可波罗,暃,瑶"
马可波罗,李信,2,阵营1 胜利,"元歌,嫦娥,李信,云缨,大禹","夏洛特,小乔,马可波罗,阿古朵,鲁班大师"
马可波罗,李信,3,阵营2 胜利,"项羽,沈梦溪,马可波罗,云中君,瑶","元歌,高渐离,李信,宫本武藏,鲁班大师"
马可波罗,李信,4,阵营1 胜利,"老夫子,沈梦溪,马可波罗,赵云,苏烈","橘右京,妲己,李信,百里玄策,少司缘"
马可波罗,李信,5,阵营2 胜利,"影,武则天,李信,赵云,项羽","马超,高渐离,马可波罗,雅典娜,苏烈"
马可波罗,李信,6,阵营2 胜利,"花木兰,嫦娥,马可波罗,马超,刘邦","达摩,杨玉环,李信,暃,张飞"
马可波罗,李信,7,阵营1 胜利,"曹操,上官婉儿,马可波罗,阿古朵,鲁班大师","哪吒,女娲,李信,暃,廉颇"
马可波罗,李信,8,阵营1 胜利,"哪吒,杨玉环,马可波罗,马超,墨子","司空震,小乔,李信,孙悟空,苏烈"
马可波罗,李信,9,阵营1 胜利,"元歌,诸葛亮,李信,铠,盾山","蒙恬,大乔,马可波罗,盘古,少司缘"
马可波罗,李信,10,阵营2 胜利,"司空震,嫦娥,李信,云缨,苏烈","狂铁,女娲,马可波罗,兰陵王,刘邦"
马可波罗,李信,11,阵营1 胜利,"姬小满,小乔,李信,裴擒虎,刘邦","曹操,女娲,马可波罗,韩信,苏烈"
马可波罗,李信,12,阵营2 胜利,"老夫子,沈梦溪,马可波罗,诸葛亮,刘邦","花木兰,小乔,李信,元流之子(刺客),大乔"
马可波罗,李信,13,阵营1 胜利,"杨戬,大乔,李信,暃,苏烈","司空震,女娲,马可波罗,裴擒虎,大禹"
马可波罗,李信,14,阵营2 胜利,"影,杨玉环,马可波罗,裴擒虎,少司缘","关羽,沈梦溪,李信,铠,苏烈"
马可波罗,李信,15,阵营2 胜利,"元歌,沈梦溪,李信,百里玄策,钟馗","花木兰,女娲,马可波罗,裴擒虎,杨玉环"
马可波罗,李信,16,阵营1 胜利,"司空震,嫦娥,李信,百里玄策,赵怀真","影,甄姬,马可波罗,诸葛亮,少司缘"
马可波罗,李信,17,阵营2 胜利,"曹操,女娲,马可波罗,阿古朵,张飞","蚩奼,上官婉儿,李信,宫本武藏,钟馗"
马可波罗,李信,18,阵营2 胜利,"蒙恬,甄姬,李信,马超,盾山","哪吒,海月,马可波罗,盘古,瑶"
马可波罗,李信,19,阵营2 胜利,"关羽,沈梦溪,李信,娜可露露,盾山","元歌,太乙真人,马可波罗,司马懿,刘邦"
马可波罗,伽罗,1,阵营1 胜利,"曹操,干将莫邪,马可波罗,镜,东皇太一","影,不知火舞,伽罗,阿古朵,空空儿"
马可波罗,伽罗,2,阵营1 胜利,"狂铁,西施,马可波罗,百里玄策,少司缘","猪八戒,女娲,伽罗,司马懿,苏烈"
马可波罗,伽罗,3,阵营1 胜利,"程咬金,沈梦溪,马可波罗,赵云,刘邦","狂铁,貂蝉,伽罗,铠,杨玉环"
马可波罗,伽罗,4,阵营1 胜利,"姬小满,女娲,马可波罗,刘备,张飞","司空震,不知火舞,伽罗,暃,盾山"
马可波罗,伽罗,5,阵营1 胜利,"元歌,沈梦溪,伽罗,阿轲,刘邦","关羽,甄姬,马可波罗,韩信,张飞"
马可波罗,伽罗,6,阵营1 胜利,"老夫子,西施,伽罗,马超,大禹","孙策,小乔,马可波罗,百里玄策,少司缘"
马可波罗,伽罗,7,阵营1 胜利,"关羽,武则天,马可波罗,李元芳,苏烈","夏洛特,海诺,伽罗,韩信,廉颇"
马可波罗,伽罗,8,阵营2 胜利,"司空震,妲己,马可波罗,杨戬,张飞","孙策,女娲,伽罗,橘右京,盾山"
马可波罗,伽罗,9,阵营1 胜利,"老夫子,高渐离,马可波罗,裴擒虎,张飞","白起,沈梦溪,伽罗,李白,少司缘"
马可波罗,伽罗,10,阵营1 胜利,"司空震,上官婉儿,马可波罗,哪吒,廉颇","白起,女娲,伽罗,镜,苏烈"
马可波罗,伽罗,11,阵营2 胜利,"大司命,沈梦溪,马可波罗,马超,瑶","哪吒,嫦娥,伽罗,裴擒虎,少司缘"
马可波罗,伽罗,12,阵营2 胜利,"狂铁,不知火舞,马可波罗,司马懿,少司缘","蒙恬,沈梦溪,伽罗,孙悟空,刘邦"
马可波罗,伽罗,13,阵营1 胜利,"司空震,甄姬,马可波罗,阿古朵,张飞","杨戬,武则天,伽罗,裴擒虎,少司缘"
马可波罗,伽罗,14,阵营1 胜利,"狂铁,女娲,马可波罗,宫本武藏,少司缘","哪吒,杨玉环,伽罗,李白,刘邦"
马可波罗,伽罗,15,阵营2 胜利,"夏洛特,姜子牙,马可波罗,暃,少司缘","元歌,米莱狄,伽罗,铠,刘邦"
马可波罗,伽罗,16,阵营2 胜利,"达摩,小乔,伽罗,裴擒虎,少司缘","狂铁,海月,马可波罗,橘右京,朵莉亚"
马可波罗,伽罗,17,阵营1 胜利,"老夫子,嫦娥,伽罗,赵云,张飞","芈月,甄姬,马可波罗,百里玄策,少司缘"
马可波罗,伽罗,18,阵营2 胜利,"影,武则天,伽罗,裴擒虎,苏烈","花木兰,嫦娥,马可波罗,露娜,廉颇"
马可波罗,伽罗,19,阵营1 胜利,"狂铁,海诺,马可波罗,裴擒虎,少司缘","关羽,诸葛亮,伽罗,雅典娜,元流之子(辅助)"
马可波罗,敖隐,1,阵营1 胜利,"夏洛特,西施,敖隐,韩信,元流之子(辅助)","海诺,海月,马可波罗,露娜,赵怀真"
马可波罗,敖隐,2,阵营1 胜利,"哪吒,貂蝉,马可波罗,阿古朵,苏烈","司空震,杨玉环,敖隐,云缨,空空儿"
马可波罗,敖隐,3,阵营1 胜利,"曹操,甄姬,敖隐,诸葛亮,盾山","狂铁,大乔,马可波罗,百里玄策,墨子"
马可波罗,敖隐,4,阵营2 胜利,"哪吒,女娲,敖隐,典韦,钟馗","夏洛特,小乔,马可波罗,杨戬,墨子"
马可波罗,敖隐,5,阵营2 胜利,"司空震,小乔,敖隐,李白,少司缘","花木兰,武则天,马可波罗,典韦,大乔"
马可波罗,敖隐,6,阵营2 胜利,"蒙恬,米莱狄,马可波罗,橘右京,苏烈","哪吒,沈梦溪,敖隐,猪八戒,鬼谷子"
马可波罗,敖隐,7,阵营2 胜利,"关羽,海诺,马可波罗,裴擒虎,大乔","老夫子,女娲,敖隐,铠,西施"
马可波罗,敖隐,8,阵营1 胜利,"孙悟空,王昭君,敖隐,钟无艳,大乔","哪吒,小乔,马可波罗,阿古朵,鬼谷子"
马可波罗,敖隐,9,阵营1 胜利,"狂铁,诸葛亮,马可波罗,镜,少司缘","关羽,大乔,敖隐,赵云,张良"
马可波罗,敖隐,10,阵营1 胜利,"老夫子,嫦娥,敖隐,马超,张飞","狂铁,安琪拉,马可波罗,宫本武藏,墨子"
马可波罗,敖隐,11,阵营1 胜利,"白起,沈梦溪,敖隐,马超,赵怀真","廉颇,貂蝉,马可波罗,裴擒虎,刘邦"
马可波罗,敖隐,12,阵营2 胜利,"司空震,沈梦溪,敖隐,镜,张飞","达摩,小乔,马可波罗,裴擒虎,杨玉环"
马可波罗,敖隐,13,阵营2 胜利,"司空震,诸葛亮,敖隐,哪吒,鲁班大师","夏洛特,西施,马可波罗,宫本武藏,少司缘"
马可波罗,敖隐,14,阵营2 胜利,"司空震,嫦娥,马可波罗,大司命,盾山","花木兰,西施,敖隐,猪八戒,太乙真人"
马可波罗,敖隐,15,阵营1 胜利,"曹操,貂蝉,马可波罗,杨戬,少司缘","关羽,沈梦溪,敖隐,裴擒虎,钟馗"
马可波罗,敖隐,16,阵营1 胜利,"夏洛特,海诺,敖隐,雅典娜,大禹","芈月,西施,马可波罗,孙悟空,刘邦"
马可波罗,敖隐,17,阵营1 胜利,"蚩奼,女娲,敖隐,裴擒虎,盾山","元歌,安琪拉,马可波罗,杨戬,张飞"
马可波罗,敖隐,18,阵营1 胜利,"哪吒,弈星,敖隐,阿古朵,元流之子(辅助)","老夫子,沈梦溪,马可波罗,裴擒虎,苏烈"
马可波罗,敖隐,19,阵营2 胜利,"司空震,小乔,敖隐,裴擒虎,张飞","关羽,沈梦溪,马可波罗,镜,张良"
马可波罗,蒙犽,1,阵营2 胜利,"关羽,女娲,马可波罗,赵云,张飞","盘古,安琪拉,蒙犽,裴擒虎,少司缘"
马可波罗,蒙犽,2,阵营2 胜利,"达摩,嫦娥,马可波罗,典韦,苏烈","蚩奼,大乔,蒙犽,马超,鲁班大师"
马可波罗,蒙犽,3,阵营1 胜利,"司空震,小乔,马可波罗,云缨,少司缘","元歌,海月,蒙犽,云中君,大禹"
马可波罗,蒙犽,4,阵营1 胜利,"夏洛特,貂蝉,蒙犽,云缨,廉颇","元歌,小乔,马可波罗,裴擒虎,大禹"
马可波罗,蒙犽,5,阵营1 胜利,"曹操,干将莫邪,马可波罗,阿古朵,大禹","关羽,海月,蒙犽,云缨,少司缘"
马可波罗,蒙犽,6,阵营1 胜利,"狂铁,干将莫邪,马可波罗,阿古朵,刘邦","司空震,女娲,蒙犽,司马懿,苏烈"
马可波罗,蒙犽,7,阵营1 胜利,"司空震,杨玉环,马可波罗,云缨,刘邦","哪吒,嫦娥,蒙犽,云中君,廉颇"
马可波罗,蒙犽,8,阵营2 胜利,"蒙恬,弈星,蒙犽,孙悟空,刘邦","司空震,杨玉环,马可波罗,暃,苏烈"
马可波罗,蒙犽,9,阵营2 胜利,"影,女娲,马可波罗,暃,苏烈","司空震,西施,蒙犽,诸葛亮,太乙真人"
马可波罗,蒙犽,10,阵营2 胜利,"吕布,沈梦溪,马可波罗,马超,元流之子(坦克)","老夫子,甄姬,蒙犽,露娜,张飞"
马可波罗,蒙犽,11,阵营1 胜利,"哪吒,武则天,蒙犽,裴擒虎,张飞","关羽,不知火舞,马可波罗,镜,大禹"
马可波罗,蒙犽,12,阵营1 胜利,"曹操,沈梦溪,蒙犽,铠,杨玉环","司空震,甄姬,马可波罗,云缨,廉颇"
马可波罗,蒙犽,13,阵营1 胜利,"狂铁,张良,蒙犽,李元芳,刘邦","司空震,不知火舞,马可波罗,猪八戒,太乙真人"
马可波罗,蒙犽,14,阵营1 胜利,"花木兰,上官婉儿,马可波罗,阿古朵,赵怀真","达摩,海诺,蒙犽,韩信,瑶"
马可波罗,蒙犽,15,阵营2 胜利,"蒙恬,大乔,马可波罗,杨戬,刘邦","老夫子,甄姬,蒙犽,百里玄策,少司缘"
马可波罗,蒙犽,16,阵营2 胜利,"关羽,不知火舞,蒙犽,马超,太乙真人","老夫子,上官婉儿,马可波罗,裴擒虎,刘邦"
马可波罗,蒙犽,17,阵营1 胜利,"元歌,甄姬,马可波罗,哪吒,苏烈","老夫子,海诺,蒙犽,诸葛亮,刘邦"
马可波罗,蒙犽,18,阵营2 胜利,"司空震,海诺,马可波罗,韩信,大禹","芈月,嫦娥,蒙犽,赵云,少司缘"
马可波罗,蒙犽,19,阵营2 胜利,"哪吒,安琪拉,马可波罗,孙悟空,鲁班大师","马超,嫦娥,蒙犽,韩信,空空儿"
马可波罗,阿古朵,1,阵营2 胜利,"蚩奼,上官婉儿,马可波罗,哪吒,太乙真人","影,女娲,阿古朵,赵云,朵莉亚"
马可波罗,阿古朵,2,阵营2 胜利,"白起,海月,阿古朵,裴擒虎,少司缘","狂铁,小乔,马可波罗,司马懿,瑶"
马可波罗,阿古朵,3,阵营2 胜利,"蚩奼,沈梦溪,马可波罗,铠,牛魔","哪吒,不知火舞,阿古朵,澜,刘邦"
马可波罗,阿古朵,4,阵营2 胜利,"老夫子,海诺,马可波罗,云缨,刘邦","赵云,武则天,阿古朵,百里玄策,项羽"
马可波罗,阿古朵,5,阵营1 胜利,"司空震,诸葛亮,阿古朵,李白,大禹","马超,杨玉环,马可波罗,云缨,元流之子(辅助)"
马可波罗,阿古朵,6,阵营2 胜利,"白起,诸葛亮,马可波罗,韩信,苏烈","狂铁,小乔,阿古朵,镜,廉颇"
马可波罗,阿古朵,7,阵营1 胜利,"影,女娲,阿古朵,典韦,元流之子(辅助)","曹操,不知火舞,马可波罗,裴擒虎,太乙真人"
马可波罗,阿古朵,8,阵营1 胜利,"关羽,女娲,阿古朵,露娜,元流之子(辅助)","影,不知火舞,马可波罗,云缨,刘邦"
马可波罗,阿古朵,9,阵营1 胜利,"狂铁,不知火舞,马可波罗,杨戬,张良","关羽,嫦娥,阿古朵,宫本武藏,鲁班大师"
马可波罗,阿古朵,10,阵营2 胜利,"蚩奼,貂蝉,阿古朵,露娜,杨玉环","芈月,海诺,马可波罗,赵云,苏烈"
马可波罗,阿古朵,11,阵营1 胜利,"司空震,杨玉环,马可波罗,铠,张飞","哪吒,元流之子(法师),阿古朵,韩信,少司缘"
马可波罗,阿古朵,12,阵营1 胜利,"元歌,上官婉儿,阿古朵,露娜,张飞","影,不知火舞,马可波罗,孙悟空,大禹"
马可波罗,阿古朵,13,阵营2 胜利,"花木兰,沈梦溪,马可波罗,刘备,少司缘","梦奇,西施,阿古朵,镜,元流之子(辅助)"
马可波罗,司空震,1,阵营2 胜利,"哪吒,沈梦溪,马可波罗,孙悟空,刘邦","老夫子,杨玉环,司空震,司马懿,鲁班大师"
马可波罗,司空震,2,阵营2 胜利,"哪吒,小乔,马可波罗,梦奇,元流之子(辅助)","元歌,周瑜,司空震,暃,刘邦"
马可波罗,司空震,3,阵营1 胜利,"老夫子,嫦娥,司空震,兰陵王,大禹","夏洛特,大乔,马可波罗,镜,鲁班大师"
马可波罗,司空震,4,阵营1 胜利,"元歌,甄姬,司空震,雅典娜,张飞","夏洛特,武则天,马可波罗,镜,廉颇"
马可波罗,司空震,5,阵营2 胜利,"夏洛特,沈梦溪,马可波罗,韩信,钟馗","马超,安琪拉,司空震,云中君,少司缘"
马可波罗,司空震,6,阵营2 胜利,"盘古,高渐离,司空震,芈月,项羽","蚩奼,杨玉环,马可波罗,曜,元流之子(坦克)"
马可波罗,司空震,7,阵营1 胜利,"达摩,女娲,司空震,铠,少司缘","老夫子,安琪拉,马可波罗,韩信,苏烈"
马可波罗,司空震,8,阵营1 胜利,"夏洛特,姜子牙,司空震,露娜,刘邦","狂铁,小乔,马可波罗,宫本武藏,大乔"
马可波罗,司空震,9,阵营1 胜利,"狂铁,沈梦溪,马可波罗,雅典娜,杨玉环","姬小满,嫦娥,司空震,裴擒虎,廉颇"
马可波罗,司空震,10,阵营1 胜利,"哪吒,不知火舞,马可波罗,韩信,苏烈","元歌,甄姬,司空震,暃,元流之子(辅助)"
马可波罗,司空震,11,阵营1 胜利,"元歌,嫦娥,马可波罗,裴擒虎,张飞","狂铁,不知火舞,司空震,马超,少司缘"
马可波罗,司空震,12,阵营2 胜利,"老夫子,诸葛亮,马可波罗,镜,少司缘","花木兰,武则天,司空震,猪八戒,大禹"
马可波罗,司空震,13,阵营2 胜利,"关羽,沈梦溪,马可波罗,镜,大乔","元歌,嫦娥,司空震,裴擒虎,鲁班大师"
马可波罗,司空震,14,阵营1 胜利,"关羽,高渐离,马可波罗,大司命,少司缘","哪吒,女娲,司空震,澜,大禹"
马可波罗,司空震,15,阵营1 胜利,"蚩奼,高渐离,司空震,暃,朵莉亚","花木兰,大乔,马可波罗,哪吒,鲁班大师"
马可波罗,司空震,16,阵营1 胜利,"老夫子,武则天,马可波罗,孙悟空,刘邦","哪吒,嫦娥,司空震,镜,少司缘"
马可波罗,司空震,17,阵营1 胜利,"哪吒,貂蝉,马可波罗,铠,刘邦","蚩奼,海诺,司空震,阿古朵,鬼谷子"
马可波罗,司空震,18,阵营1 胜利,"李信,女娲,司空震,铠,张飞","哪吒,沈梦溪,马可波罗,大司命,苏烈"
马可波罗,司空震,19,阵营1 胜利,"老夫子,沈梦溪,司空震,典韦,刘邦","狂铁,高渐离,马可波罗,暃,张飞"
马可波罗,莱西奥,1,阵营2 胜利,"孙策,沈梦溪,莱西奥,橘右京,刘禅","司空震,貂蝉,马可波罗,赵云,少司缘"
马可波罗,莱西奥,2,阵营1 胜利,"曹操,嫦娥,马可波罗,李白,大禹","影,上官婉儿,莱西奥,孙悟空,大乔"
马可波罗,莱西奥,3,阵营2 胜利,"元歌,海月,马可波罗,刘备,朵莉亚","杨戬,西施,莱西奥,裴擒虎,赵怀真"
马可波罗,莱西奥,4,阵营2 胜利,"影,不知火舞,马可波罗,盘古,赵怀真","司空震,嫦娥,莱西奥,镜,墨子"
马可波罗,莱西奥,5,阵营2 胜利,"蚩奼,武则天,莱西奥,宫本武藏,刘邦","蒙恬,女娲,马可波罗,露娜,杨玉环"
马可波罗,莱西奥,6,阵营2 胜利,"司空震,女娲,莱西奥,百里玄策,少司缘","影,上官婉儿,马可波罗,曜,刘邦"
马可波罗,莱西奥,7,阵营1 胜利,"马超,武则天,马可波罗,橘右京,鲁班大师","达摩,不知火舞,莱西奥,镜,太乙真人"
马可波罗,莱西奥,8,阵营2 胜利,"狂铁,沈梦溪,马可波罗,韩信,大禹","花木兰,妲己,莱西奥,云缨,蔡文姬"
马可波罗,莱西奥,9,阵营2 胜利,"芈月,嫦娥,莱西奥,韩信,苏烈","影,周瑜,马可波罗,铠,大乔"
马可波罗,莱西奥,10,阵营1 胜利,"哪吒,海诺,莱西奥,典韦,刘邦","蒙恬,女娲,马可波罗,大司命,瑶"
马可波罗,莱西奥,11,阵营1 胜利,"蒙恬,沈梦溪,马可波罗,裴擒虎,桑启","白起,杨玉环,莱西奥,橘右京,张飞"
马可波罗,莱西奥,12,阵营1 胜利,"吕布,杨玉环,莱西奥,云缨,元流之子(辅助)","哪吒,诸葛亮,马可波罗,雅典娜,大禹"
马可波罗,莱西奥,13,阵营2 胜利,"夏洛特,安琪拉,马可波罗,韩信,瑶","元歌,女娲,莱西奥,百里玄策,朵莉亚"
马可波罗,莱西奥,14,阵营1 胜利,"司空震,王昭君,莱西奥,盘古,张良","曹操,不知火舞,马可波罗,马超,太乙真人"
马可波罗,莱西奥,15,阵营2 胜利,"梦奇,女娲,莱西奥,韩信,大乔","哪吒,沈梦溪,马可波罗,孙悟空,空空儿"
马可波罗,莱西奥,16,阵营1 胜利,"关羽,姜子牙,马可波罗,镜,鲁班大师","夏洛特,嫦娥,莱西奥,赵云,元流之子(辅助)"
马可波罗,莱西奥,17,阵营2 胜利,"曹操,海月,马可波罗,橘右京,大乔","吕布,沈梦溪,莱西奥,澜,盾山"
马可波罗,莱西奥,18,阵营1 胜利,"马超,杨玉环,马可波罗,镜,苏烈","司空震,不知火舞,莱西奥,娜可露露,廉颇"
马可波罗,莱西奥,19,阵营1 胜利,"老夫子,不知火舞,马可波罗,李白,少司缘","司空震,张良,莱西奥,裴擒虎,张飞"
马可波罗,戈娅,1,阵营2 胜利,"花木兰,大乔,戈娅,诸葛亮,张飞","哪吒,小乔,马可波罗,猪八戒,少司缘"
马可波罗,戈娅,2,阵营1 胜利,"关羽,不知火舞,戈娅,百里玄策,少司缘","哪吒,嫦娥,马可波罗,孙悟空,墨子"
马可波罗,戈娅,3,阵营1 胜利,"哪吒,不知火舞,马可波罗,赵云,大禹","关羽,沈梦溪,戈娅,阿轲,廉颇"
马可波罗,戈娅,4,阵营1 胜利,"杨戬,弈星,戈娅,韩信,大禹","老夫子,嫦娥,马可波罗,盘古,赵怀真"
马可波罗,戈娅,5,阵营1 胜利,"芈月,嫦娥,马可波罗,云缨,张飞","老夫子,海月,戈娅,盘古,苏烈"
马可波罗,戈娅,6,阵营1 胜利,"关羽,甄姬,戈娅,镜,张飞","杨戬,嫦娥,马可波罗,暃,刘邦"
马可波罗,戈娅,7,阵营2 胜利,"影,沈梦溪,马可波罗,露娜,刘邦","蚩奼,女娲,戈娅,云缨,赵怀真"
马可波罗,戈娅,8,阵营1 胜利,"蒙恬,女娲,马可波罗,梦奇,瑶","影,沈梦溪,戈娅,露娜,关羽"
马可波罗,戈娅,9,阵营2 胜利,"影,貂蝉,戈娅,赵云,杨玉环","元歌,上官婉儿,马可波罗,韩信,张良"
马可波罗,戈娅,10,阵营2 胜利,"元歌,海月,戈娅,司马懿,少司缘","程咬金,沈梦溪,马可波罗,诸葛亮,杨玉环"
马可波罗,戈娅,11,阵营2 胜利,"蒙恬,嫦娥,戈娅,澜,亚瑟","元歌,小乔,马可波罗,杨戬,赵怀真"
马可波罗,戈娅,12,阵营2 胜利,"哪吒,沈梦溪,戈娅,马超,元流之子(辅助)","元歌,诸葛亮,马可波罗,赵云,张飞"
马可波罗,戈娅,13,阵营1 胜利,"影,小乔,戈娅,裴擒虎,苏烈","司空震,干将莫邪,马可波罗,刘备,刘邦"
马可波罗,戈娅,14,阵营2 胜利,"蚩奼,小乔,马可波罗,裴擒虎,刘邦","孙悟空,扁鹊,戈娅,橘右京,廉颇"
马可波罗,戈娅,15,阵营2 胜利,"哪吒,干将莫邪,戈娅,娜可露露,少司缘","狂铁,貂蝉,马可波罗,刘备,刘邦"
马可波罗,戈娅,16,阵营2 胜利,"元歌,不知火舞,马可波罗,典韦,苏烈","夏洛特,甄姬,戈娅,诸葛亮,大禹"
马可波罗,戈娅,17,阵营1 胜利,"蚩奼,高渐离,马可波罗,裴擒虎,西施","哪吒,武则天,戈娅,云缨,张飞"
马可波罗,戈娅,18,阵营1 胜利,"杨戬,海诺,戈娅,大司命,少司缘","关羽,高渐离,马可波罗,马超,大乔"
马可波罗,戈娅,19,阵营1 胜利,"曹操,王昭君,马可波罗,典韦,苏烈","孙悟空,沈梦溪,戈娅,宫本武藏,赵怀真"
马可波罗,元流之子(射手),1,阵营2 胜利,"曹操,嬴政,马可波罗,大司命,赵怀真","蒙恬,海月,元流之子(射手),暃,刘邦"
马可波罗,元流之子(射手),2,阵营2 胜利,"曹操,弈星,元流之子(射手),裴擒虎,鬼谷子","夏洛特,西施,马可波罗,韩信,刘邦"
马可波罗,元流之子(射手),3,阵营1 胜利,"程咬金,嫦娥,元流之子(射手),典韦,刘邦","老夫子,杨玉环,马可波罗,娜可露露,钟馗"
马可波罗,元流之子(射手),4,阵营1 胜利,"夏洛特,海月,马可波罗,镜,刘邦","元歌,金蝉,元流之子(射手),诸葛亮,苏烈"
马可波罗,元流之子(射手),5,阵营1 胜利,"姬小满,甄姬,马可波罗,裴擒虎,苏烈","元歌,武则天,元流之子(射手),韩信,少司缘"
马可波罗,元流之子(射手),6,阵营2 胜利,"哪吒,甄姬,马可波罗,马超,大乔","曹操,嬴政,元流之子(射手),大司命,太乙真人"
马可波罗,元流之子(射手),7,阵营2 胜利,"元歌,高渐离,元流之子(射手),司马懿,少司缘","达摩,小乔,马可波罗,赵云,瑶"
马可波罗,元流之子(射手),8,阵营1 胜利,"哪吒,小乔,元流之子(射手),诸葛亮,张飞","曹操,海诺,马可波罗,百里玄策,少司缘"
马可波罗,元流之子(射手),9,阵营1 胜利,"曹操,安琪拉,元流之子(射手),宫本武藏,张飞","影,诸葛亮,马可波罗,裴擒虎,苏烈"
马可波罗,元流之子(射手),10,阵营2 胜利,"狂铁,不知火舞,元流之子(射手),盘古,少司缘","马超,女娲,马可波罗,铠,大禹"
马可波罗,元流之子(射手),11,阵营1 胜利,"芈月,弈星,马可波罗,镜,太乙真人","姬小满,杨玉环,元流之子(射手),露娜,张飞"
马可波罗,元流之子(射手),12,阵营1 胜利,"孙策,甄姬,马可波罗,韩信,赵怀真","狂铁,沈梦溪,元流之子(射手),孙悟空,大乔"
马可波罗,元流之子(射手),13,阵营1 胜利,"花木兰,女娲,元流之子(射手),宫本武藏,赵怀真","狂铁,杨玉环,马可波罗,韩信,刘邦"
马可波罗,元流之子(射手),14,阵营2 胜利,"夏洛特,杨玉环,马可波罗,雅典娜,太乙真人","曹操,王昭君,元流之子(射手),诸葛亮,少司缘"
马可波罗,元流之子(射手),15,阵营2 胜利,"曹操,貂蝉,马可波罗,杨戬,大乔","关羽,嫦娥,元流之子(射手),孙悟空,刘邦"
马可波罗,元流之子(射手),16,阵营2 胜利,"司空震,杨玉环,马可波罗,大司命,元流之子(辅助)","哪吒,貂蝉,元流之子(射手),百里玄策,钟馗"
马可波罗,元流之子(射手),17,阵营1 胜利,"曹操,嫦娥,马可波罗,韩信,苏烈","夏洛特,沈梦溪,元流之子(射手),裴擒虎,少司缘"
马可波罗,元流之子(射手),18,阵营2 胜利,"曹操,弈星,马可波罗,裴擒虎,张飞","关羽,嫦娥,元流之子(射手),韩信,杨玉环"
马可波罗,元流之子(射手),19,阵营2 胜利,"夏洛特,嫦娥,马可波罗,赵云,太乙真人","司空震,诸葛亮,元流之子(射手),橘右京,大禹"
狄仁杰,孙权,1,阵营2 胜利,"狂铁,嫦娥,孙权,马超,太乙真人","姬小满,西施,狄仁杰,大司命,元流之子(辅助)"
狄仁杰,孙权,2,阵营1 胜利,"项羽,女娲,孙权,裴擒虎,鬼谷子","老夫子,嫦娥,狄仁杰,云缨,大乔"
狄仁杰,孙权,3,阵营2 胜利,"元歌,嫦娥,孙权,宫本武藏,刘邦","司空震,高渐离,狄仁杰,马超,元流之子(辅助)"
狄仁杰,孙权,4,阵营2 胜利,"影,小乔,狄仁杰,赵云,刘邦","关羽,西施,孙权,阿古朵,大乔"
狄仁杰,孙权,5,阵营2 胜利,"哪吒,小乔,狄仁杰,马超,刘邦","司空震,海月,孙权,云缨,朵莉亚"
狄仁杰,孙权,6,阵营2 胜利,"哪吒,海月,孙权,杨戬,项羽","夏洛特,姜子牙,狄仁杰,梦奇,苏烈"
狄仁杰,孙权,7,阵营1 胜利,"花木兰,海诺,狄仁杰,梦奇,元流之子(辅助)","元歌,诸葛亮,孙权,裴擒虎,赵怀真"
狄仁杰,孙权,8,阵营1 胜利,"司空震,西施,孙权,赵云,张飞","狂铁,武则天,狄仁杰,裴擒虎,元流之子(辅助)"
狄仁杰,孙权,9,阵营2 胜利,"哪吒,嫦娥,狄仁杰,阿古朵,元流之子(辅助)","司空震,高渐离,孙权,宫本武藏,大禹"
狄仁杰,孙权,10,阵营1 胜利,"蚩奼,嫦娥,孙权,阿古朵,桑启","夏洛特,大乔,狄仁杰,宫本武藏,盾山"
狄仁杰,孙权,11,阵营2 胜利,"关羽,女娲,孙权,李元芳,张飞","老夫子,王昭君,狄仁杰,马超,元流之子(辅助)"
狄仁杰,孙权,12,阵营1 胜利,"元歌,高渐离,狄仁杰,马超,元流之子(辅助)","关羽,沈梦溪,孙权,哪吒,刘邦"
狄仁杰,孙权,13,阵营1 胜利,"狂铁,高渐离,狄仁杰,宫本武藏,元流之子(辅助)","蚩奼,海诺,孙权,杨戬,桑启"
狄仁杰,孙权,14,阵营1 胜利,"老夫子,女娲,孙权,司马懿,少司缘","曹操,武则天,狄仁杰,露娜,元流之子(辅助)"
狄仁杰,孙权,15,阵营2 胜利,"程咬金,女娲,狄仁杰,雅典娜,张飞","亚连,海月,孙权,阿轲,大禹"
狄仁杰,孙权,16,阵营1 胜利,"花木兰,沈梦溪,狄仁杰,阿轲,大禹","芈月,海月,孙权,赵云,刘禅"
