英雄A(阵营1),英雄B(阵营2),对局序号,单局胜负摘要,蓝方阵容(5人),红方阵容(5人)
高渐离,元流之子(法师),6,阵营2 胜利,"老夫子,元流之子(法师),司空震,镜,大乔","芈月,高渐离,李信,大司命,桑启"
高渐离,元流之子(法师),7,阵营1 胜利,"影,高渐离,公孙离,兰陵王,张飞","元歌,元流之子(法师),蚩奼,孙悟空,杨玉环"
高渐离,元流之子(法师),8,阵营2 胜利,"影,元流之子(法师),戈娅,云缨,少司缘","橘右京,高渐离,百里守约,韩信,墨子"
高渐离,元流之子(法师),9,阵营1 胜利,"司空震,元流之子(法师),李信,橘右京,大禹","马超,高渐离,戈娅,杨戬,刘邦"
高渐离,元流之子(法师),10,阵营2 胜利,"白起,元流之子(法师),苍,橘右京,张飞","哪吒,高渐离,孙权,元流之子(刺客),苏烈"
高渐离,元流之子(法师),11,阵营1 胜利,"关羽,元流之子(法师),狄仁杰,镜,苏烈","哪吒,高渐离,戈娅,李白,刘邦"
高渐离,元流之子(法师),12,阵营2 胜利,"关羽,元流之子(法师),马可波罗,诸葛亮,苏烈","孙策,高渐离,元流之子(射手),赵云,张飞"
高渐离,元流之子(法师),13,阵营2 胜利,"哪吒,高渐离,戈娅,典韦,牛魔","狂铁,元流之子(法师),蚩奼,宫本武藏,杨玉环"
高渐离,元流之子(法师),14,阵营1 胜利,"狂铁,高渐离,李信,暃,墨子","芈月,元流之子(法师),孙权,阿古朵,少司缘"
高渐离,元流之子(法师),15,阵营1 胜利,"曹操,高渐离,元流之子(射手),镜,少司缘","哪吒,元流之子(法师),戈娅,露娜,杨玉环"
高渐离,元流之子(法师),16,阵营1 胜利,"吕布,高渐离,孙权,赵云,少司缘","元歌,元流之子(法师),戈娅,梦奇,张飞"
高渐离,元流之子(法师),17,阵营1 胜利,"影,高渐离,虞姬,嫦娥,少司缘","哪吒,元流之子(法师),艾琳,露娜,苏烈"
高渐离,元流之子(法师),18,阵营1 胜利,"哪吒,元流之子(法师),苍,娜可露露,刘邦","亚瑟,高渐离,蚩奼,云中君,朵莉亚"
高渐离,元流之子(法师),19,阵营2 胜利,"元歌,元流之子(法师),蚩奼,阿古朵,刘邦","蒙恬,高渐离,戈娅,韩信,太乙真人"
扁鹊,周瑜,1,阵营2 胜利,"狂铁,扁鹊,戈娅,哪吒,大禹","蚩奼,周瑜,元流之子(射手),百里玄策,张飞"
扁鹊,周瑜,2,阵营2 胜利,"蒙恬,周瑜,艾琳,云缨,元流之子(辅助)","司空震,扁鹊,蚩奼,马超,墨子"
扁鹊,周瑜,3,阵营1 胜利,"猪八戒,周瑜,戈娅,裴擒虎,赵怀真","亚连,扁鹊,蚩奼,暃,刘邦"
扁鹊,周瑜,4,阵营2 胜利,"芈月,周瑜,敖隐,裴擒虎,元流之子(辅助)","狂铁,扁鹊,元流之子(射手),镜,张飞"
扁鹊,周瑜,5,阵营1 胜利,"司空震,周瑜,艾琳,马超,元流之子(辅助)","曹操,扁鹊,孙权,娜可露露,少司缘"
扁鹊,周瑜,6,阵营2 胜利,"蒙恬,扁鹊,公孙离,阿古朵,夏侯惇","曹操,周瑜,后羿,李元芳,廉颇"
扁鹊,周瑜,7,阵营1 胜利,"兰陵王,周瑜,孙权,娜可露露,刘禅","猪八戒,扁鹊,李信,百里玄策,苏烈"
扁鹊,周瑜,8,阵营1 胜利,"关羽,扁鹊,孙权,裴擒虎,廉颇","司空震,周瑜,戈娅,镜,苏烈"
扁鹊,周瑜,9,阵营2 胜利,"狂铁,周瑜,戈娅,镜,苏烈","孙策,扁鹊,元流之子(射手),诸葛亮,张飞"
扁鹊,周瑜,10,阵营2 胜利,"吕布,扁鹊,公孙离,镜,大禹","貂蝉,周瑜,元流之子(射手),阿轲,墨子"
扁鹊,周瑜,11,阵营2 胜利,"关羽,扁鹊,戈娅,孙悟空,苏烈","影,周瑜,元流之子(射手),马超,张飞"
扁鹊,周瑜,12,阵营2 胜利,"马超,周瑜,狄仁杰,暃,元流之子(辅助)","姬小满,扁鹊,蚩奼,孙悟空,大乔"
扁鹊,周瑜,13,阵营1 胜利,"蒙恬,扁鹊,狄仁杰,百里玄策,元流之子(辅助)","曹操,周瑜,戈娅,铠,张飞"
扁鹊,周瑜,14,阵营2 胜利,"司空震,周瑜,公孙离,韩信,大乔","马超,扁鹊,蚩奼,铠,刘邦"
扁鹊,周瑜,15,阵营2 胜利,"影,周瑜,戈娅,宫本武藏,刘邦","司空震,扁鹊,蚩奼,曜,大禹"
扁鹊,甄姬,1,阵营2 胜利,"曹操,扁鹊,敖隐,铠,朵莉亚","哪吒,甄姬,孙尚香,司马懿,刘邦"
扁鹊,甄姬,2,阵营1 胜利,"盘古,甄姬,公孙离,韩信,张飞","花木兰,扁鹊,元流之子(射手),李元芳,苏烈"
扁鹊,甄姬,3,阵营1 胜利,"司空震,扁鹊,孙尚香,哪吒,盾山","貂蝉,甄姬,戈娅,元流之子(刺客),张飞"
扁鹊,甄姬,4,阵营2 胜利,"夏洛特,甄姬,司空震,铠,张飞","狂铁,扁鹊,蚩奼,裴擒虎,盾山"
扁鹊,甄姬,5,阵营2 胜利,"司空震,甄姬,孙尚香,裴擒虎,张飞","亚连,扁鹊,蚩奼,暃,苏烈"
扁鹊,甄姬,6,阵营2 胜利,"老夫子,扁鹊,白起,裴擒虎,少司缘","曹操,甄姬,艾琳,马超,盾山"
扁鹊,甄姬,7,阵营1 胜利,"元歌,扁鹊,元流之子(射手),阿古朵,苏烈","夏洛特,甄姬,戈娅,刘备,桑启"
扁鹊,甄姬,8,阵营1 胜利,"狂铁,扁鹊,虞姬,宫本武藏,苏烈","花木兰,甄姬,元流之子(射手),橘右京,张飞"
扁鹊,甄姬,9,阵营2 胜利,"老夫子,扁鹊,元流之子(射手),韩信,盾山","影,甄姬,李信,云中君,张飞"
扁鹊,甄姬,10,阵营1 胜利,"马超,扁鹊,敖隐,影,刘邦","芈月,甄姬,李元芳,阿古朵,苏烈"
扁鹊,甄姬,11,阵营2 胜利,"马超,甄姬,艾琳,暃,太乙真人","关羽,扁鹊,戈娅,宫本武藏,苏烈"
扁鹊,甄姬,12,阵营2 胜利,"兰陵王,扁鹊,元流之子(射手),哪吒,张飞","蒙恬,甄姬,狄仁杰,露娜,元流之子(辅助)"
扁鹊,甄姬,13,阵营2 胜利,"哪吒,扁鹊,元流之子(射手),马超,张飞","海诺,甄姬,李信,露娜,刘邦"
扁鹊,甄姬,14,阵营2 胜利,"孙策,甄姬,百里守约,暃,张飞","关羽,扁鹊,元流之子(射手),阿古朵,大禹"
扁鹊,甄姬,15,阵营1 胜利,"影,扁鹊,李信,赵云,刘邦","海诺,甄姬,元流之子(射手),诸葛亮,张飞"
扁鹊,甄姬,16,阵营1 胜利,"曹操,扁鹊,莱西奥,韩信,钟馗","元歌,甄姬,元流之子(射手),大司命,墨子"
扁鹊,甄姬,17,阵营1 胜利,"白起,扁鹊,李信,韩信,少司缘","刘邦,甄姬,艾琳,云缨,元流之子(辅助)"
扁鹊,甄姬,18,阵营2 胜利,"夏洛特,甄姬,艾琳,大司命,太乙真人","花木兰,扁鹊,元流之子(射手),曜,张飞"
扁鹊,甄姬,19,阵营1 胜利,"哪吒,甄姬,敖隐,百里玄策,张飞","元歌,扁鹊,苍,大司命,廉颇"
扁鹊,武则天,1,阵营1 胜利,"蒙恬,武则天,李信,马超,苏烈","狂铁,扁鹊,孙权,宫本武藏,少司缘"
扁鹊,武则天,2,阵营1 胜利,"马超,武则天,敖隐,李白,苏烈","钟无艳,扁鹊,虞姬,橘右京,盾山"
扁鹊,武则天,3,阵营2 胜利,"项羽,武则天,狄仁杰,大司命,元流之子(辅助)","元歌,扁鹊,元流之子(射手),阿轲,墨子"
扁鹊,武则天,4,阵营1 胜利,"关羽,武则天,敖隐,赵云,大禹","蒙恬,扁鹊,元流之子(射手),影,刘邦"
扁鹊,武则天,5,阵营2 胜利,"花木兰,扁鹊,元流之子(射手),裴擒虎,张飞","马超,武则天,敖隐,元流之子(刺客),大乔"
扁鹊,武则天,6,阵营2 胜利,"哪吒,武则天,元流之子(射手),裴擒虎,苏烈","元歌,扁鹊,戈娅,阿古朵,杨玉环"
扁鹊,武则天,7,阵营2 胜利,"哪吒,武则天,狄仁杰,元流之子(刺客),张良","狂铁,扁鹊,元流之子(射手),韩信,大禹"
扁鹊,武则天,8,阵营2 胜利,"老夫子,武则天,戈娅,裴擒虎,大乔","曹操,扁鹊,元流之子(射手),诸葛亮,刘邦"
扁鹊,武则天,9,阵营1 胜利,"狂铁,武则天,蚩奼,元流之子(刺客),张飞","梦奇,扁鹊,虞姬,哪吒,元流之子(辅助)"
扁鹊,武则天,10,阵营1 胜利,"哪吒,扁鹊,苍,典韦,苏烈","夏洛特,武则天,元流之子(射手),孙悟空,盾山"
扁鹊,武则天,11,阵营2 胜利,"亚瑟,扁鹊,蚩奼,露娜,空空儿","哪吒,武则天,元流之子(射手),赵云,张飞"
扁鹊,武则天,12,阵营1 胜利,"影,武则天,蚩奼,裴擒虎,少司缘","花木兰,扁鹊,艾琳,韩信,盾山"
扁鹊,武则天,13,阵营1 胜利,"老夫子,扁鹊,虞姬,诸葛亮,少司缘","曹操,武则天,苍,大司命,刘邦"
扁鹊,武则天,14,阵营2 胜利,"曹操,武则天,后羿,百里玄策,盾山","蒙恬,扁鹊,虞姬,诸葛亮,太乙真人"
扁鹊,武则天,15,阵营1 胜利,"梦奇,扁鹊,艾琳,诸葛亮,墨子","狂铁,武则天,敖隐,韩信,少司缘"
扁鹊,武则天,16,阵营2 胜利,"亚瑟,扁鹊,元流之子(射手),赵云,刘邦","孙策,武则天,艾琳,裴擒虎,苏烈"
扁鹊,武则天,17,阵营2 胜利,"白起,扁鹊,艾琳,诸葛亮,元流之子(辅助)","影,武则天,元流之子(射手),裴擒虎,廉颇"
扁鹊,武则天,18,阵营2 胜利,"影,扁鹊,艾琳,云缨,大禹","夏洛特,武则天,孙权,暃,少司缘"
扁鹊,武则天,19,阵营2 胜利,"司空震,武则天,元流之子(射手),刘备,项羽","哪吒,扁鹊,戈娅,百里玄策,大禹"
扁鹊,貂蝉,1,阵营2 胜利,"狂铁,扁鹊,孙权,阿古朵,张飞","关羽,貂蝉,戈娅,裴擒虎,少司缘"
扁鹊,貂蝉,2,阵营2 胜利,"狂铁,貂蝉,公孙离,镜,刘邦","老夫子,扁鹊,元流之子(射手),赵云,苏烈"
扁鹊,貂蝉,3,阵营1 胜利,"影,貂蝉,蚩奼,韩信,廉颇","芈月,扁鹊,元流之子(射手),雅典娜,墨子"
扁鹊,貂蝉,4,阵营1 胜利,"老夫子,扁鹊,元流之子(射手),韩信,刘邦","哪吒,貂蝉,百里守约,雅典娜,大禹"
扁鹊,貂蝉,5,阵营1 胜利,"马超,貂蝉,戈娅,镜,太乙真人","司空震,扁鹊,元流之子(射手),韩信,空空儿"
扁鹊,貂蝉,6,阵营1 胜利,"曹操,扁鹊,公孙离,暃,杨玉环","哪吒,貂蝉,虞姬,云缨,太乙真人"
扁鹊,貂蝉,7,阵营1 胜利,"蚩奼,扁鹊,虞姬,阿古朵,张飞","哪吒,貂蝉,公孙离,暃,元流之子(辅助)"
扁鹊,貂蝉,8,阵营2 胜利,"曹操,貂蝉,敖隐,兰陵王,元流之子(辅助)","关羽,扁鹊,元流之子(射手),裴擒虎,张飞"
扁鹊,貂蝉,9,阵营1 胜利,"刘邦,扁鹊,蚩奼,裴擒虎,太乙真人","元歌,貂蝉,孙权,宫本武藏,大乔"
扁鹊,貂蝉,10,阵营2 胜利,"狂铁,貂蝉,艾琳,暃,苏烈","杨戬,扁鹊,戈娅,云缨,东皇太一"
扁鹊,貂蝉,11,阵营1 胜利,"哪吒,貂蝉,马可波罗,韩信,少司缘","元歌,扁鹊,蚩奼,司马懿,张飞"
扁鹊,貂蝉,12,阵营2 胜利,"元歌,貂蝉,狄仁杰,裴擒虎,张飞","曹操,扁鹊,艾琳,李白,刘邦"
扁鹊,貂蝉,13,阵营1 胜利,"狂铁,貂蝉,狄仁杰,马超,盾山","兰陵王,扁鹊,孙权,盘古,廉颇"
扁鹊,貂蝉,14,阵营1 胜利,"老夫子,扁鹊,元流之子(射手),百里玄策,太乙真人","曹操,貂蝉,公孙离,宫本武藏,张飞"
扁鹊,貂蝉,15,阵营2 胜利,"吕布,扁鹊,敖隐,镜,刘邦","蒙恬,貂蝉,虞姬,娜可露露,张飞"
扁鹊,貂蝉,16,阵营2 胜利,"曹操,貂蝉,元流之子(射手),暃,刘邦","狂铁,扁鹊,戈娅,猪八戒,瑶"
扁鹊,貂蝉,17,阵营1 胜利,"兰陵王,貂蝉,元流之子(射手),裴擒虎,赵怀真","元歌,扁鹊,艾琳,橘右京,桑启"
扁鹊,貂蝉,18,阵营1 胜利,"影,貂蝉,狄仁杰,镜,元流之子(辅助)","蒙恬,扁鹊,蚩奼,韩信,鬼谷子"
扁鹊,貂蝉,19,阵营1 胜利,"司空震,扁鹊,元流之子(射手),镜,张飞","夏洛特,貂蝉,公孙离,铠,桑启"
扁鹊,安琪拉,1,阵营2 胜利,"吕布,安琪拉,元流之子(射手),韩信,刘邦","白起,扁鹊,虞姬,百里玄策,大禹"
扁鹊,安琪拉,2,阵营2 胜利,"白起,安琪拉,敖隐,司马懿,苏烈","夏侯惇,扁鹊,艾琳,马超,盾山"
扁鹊,安琪拉,3,阵营1 胜利,"孙策,扁鹊,戈娅,诸葛亮,刘邦","吕布,安琪拉,孙尚香,云中君,太乙真人"
扁鹊,安琪拉,4,阵营1 胜利,"影,安琪拉,孙权,暃,太乙真人","姬小满,扁鹊,戈娅,娜可露露,钟馗"
扁鹊,安琪拉,5,阵营1 胜利,"达摩,安琪拉,敖隐,云中君,张飞","曹操,扁鹊,元流之子(射手),韩信,廉颇"
扁鹊,安琪拉,6,阵营1 胜利,"姬小满,安琪拉,蚩奼,元流之子(刺客),苏烈","哪吒,扁鹊,元流之子(射手),曹操,张飞"
扁鹊,安琪拉,7,阵营2 胜利,"元流之子(坦克),安琪拉,艾琳,赵云,盾山","老夫子,公孙离,扁鹊,镜,少司缘"
扁鹊,安琪拉,8,阵营1 胜利,"蒙恬,扁鹊,敖隐,铠,西施","哪吒,安琪拉,孙尚香,孙悟空,张飞"
扁鹊,安琪拉,9,阵营2 胜利,"姬小满,安琪拉,狄仁杰,铠,少司缘","达摩,扁鹊,蚩奼,曹操,朵莉亚"
扁鹊,安琪拉,10,阵营1 胜利,"蒙恬,安琪拉,苍,韩信,大禹","狂铁,扁鹊,狄仁杰,铠,桑启"
扁鹊,安琪拉,11,阵营1 胜利,"关羽,扁鹊,蚩奼,裴擒虎,少司缘","曹操,安琪拉,后羿,孙悟空,元流之子(辅助)"
扁鹊,安琪拉,12,阵营1 胜利,"花木兰,安琪拉,马可波罗,裴擒虎,张飞","达摩,扁鹊,元流之子(射手),橘右京,少司缘"
扁鹊,安琪拉,13,阵营2 胜利,"老夫子,扁鹊,敖隐,澜,刘邦","狂铁,安琪拉,戈娅,元流之子(刺客),少司缘"
扁鹊,安琪拉,14,阵营2 胜利,"狂铁,扁鹊,艾琳,娜可露露,桑启","蒙恬,安琪拉,虞姬,裴擒虎,苏烈"
扁鹊,安琪拉,15,阵营1 胜利,"元歌,安琪拉,敖隐,百里玄策,刘邦","廉颇,扁鹊,白起,韩信,钟馗"
扁鹊,安琪拉,16,阵营2 胜利,"曹操,安琪拉,艾琳,马超,元流之子(辅助)","元流之子(刺客),扁鹊,苍,孙悟空,刘邦"
扁鹊,安琪拉,17,阵营1 胜利,"哪吒,安琪拉,蚩奼,诸葛亮,苏烈","孙悟空,扁鹊,狄仁杰,韩信,刘邦"
扁鹊,安琪拉,18,阵营2 胜利,"孙策,扁鹊,狄仁杰,刘备,廉颇","狂铁,安琪拉,李信,杨戬,瑶"
扁鹊,安琪拉,19,阵营2 胜利,"司空震,安琪拉,蚩奼,韩信,刘邦","曹操,扁鹊,虞姬,马超,大禹"
扁鹊,姜子牙,1,阵营2 胜利,"蚩奼,扁鹊,敖隐,典韦,盾山","狂铁,姜子牙,元流之子(射手),裴擒虎,鬼谷子"
扁鹊,姜子牙,2,阵营2 胜利,"白起,姜子牙,鲁班七号,云缨,盾山","亚瑟,扁鹊,孙权,铠,苏烈"
扁鹊,姜子牙,3,阵营1 胜利,"赵怀真,姜子牙,艾琳,裴擒虎,少司缘","兰陵王,扁鹊,虞姬,司马懿,鲁班大师"
扁鹊,姜子牙,4,阵营2 胜利,"项羽,姜子牙,李信,镜,苏烈","元歌,扁鹊,孙权,韩信,廉颇"
扁鹊,姜子牙,5,阵营2 胜利,"老夫子,扁鹊,蚩奼,诸葛亮,张飞","蒙恬,姜子牙,艾琳,马超,盾山"
扁鹊,姜子牙,6,阵营2 胜利,"狂铁,扁鹊,公孙离,马超,孙膑","司空震,姜子牙,敖隐,赵云,朵莉亚"
扁鹊,姜子牙,7,阵营2 胜利,"白起,扁鹊,元流之子(射手),赵云,空空儿","蒙恬,姜子牙,狄仁杰,杨戬,元流之子(辅助)"
扁鹊,姜子牙,8,阵营2 胜利,"芈月,姜子牙,苍,诸葛亮,项羽","夏洛特,扁鹊,敖隐,云缨,少司缘"
扁鹊,姜子牙,9,阵营2 胜利,"蚩奼,姜子牙,元流之子(射手),露娜,蔡文姬","曹操,扁鹊,戈娅,赵云,张良"
扁鹊,姜子牙,10,阵营2 胜利,"哪吒,扁鹊,孙权,猪八戒,苏烈","司空震,姜子牙,戈娅,盘古,张飞"
扁鹊,姜子牙,11,阵营1 胜利,"马超,扁鹊,后羿,百里玄策,苏烈","司空震,姜子牙,元流之子(射手),澜,张飞"
扁鹊,姜子牙,12,阵营1 胜利,,未集齐10人
扁鹊,姜子牙,13,阵营2 胜利,"夏洛特,姜子牙,蚩奼,镜,刘邦","司空震,扁鹊,元流之子(射手),铠,大禹"
扁鹊,姜子牙,14,阵营1 胜利,"元歌,姜子牙,孙尚香,暃,钟馗","影,扁鹊,元流之子(射手),百里玄策,大乔"
扁鹊,姜子牙,15,阵营1 胜利,"姬小满,扁鹊,敖隐,铠,大禹","狂铁,姜子牙,元流之子(射手),暃,刘邦"
扁鹊,姜子牙,16,阵营1 胜利,"司空震,姜子牙,狄仁杰,雅典娜,刘禅","老夫子,扁鹊,孙权,暃,大禹"
扁鹊,姜子牙,17,阵营1 胜利,"司空震,扁鹊,苍,李白,廉颇","赵怀真,姜子牙,戈娅,杨戬,张飞"
扁鹊,姜子牙,18,阵营2 胜利,"影,姜子牙,蚩奼,百里玄策,苏烈","马超,扁鹊,狄仁杰,杨戬,墨子"
扁鹊,王昭君,1,阵营2 胜利,"哪吒,王昭君,敖隐,镜,太乙真人","元流之子(坦克),扁鹊,狄仁杰,马超,盾山"
扁鹊,王昭君,2,阵营1 胜利,"蚩奼,扁鹊,蒙犽,诸葛亮,孙膑","亚瑟,王昭君,戈娅,裴擒虎,大禹"
扁鹊,王昭君,3,阵营2 胜利,"司空震,王昭君,狄仁杰,马超,刘禅","影,扁鹊,虞姬,李元芳,少司缘"
扁鹊,王昭君,4,阵营1 胜利,"曹操,王昭君,戈娅,雅典娜,刘邦","花木兰,扁鹊,公孙离,阿古朵,杨玉环"
扁鹊,王昭君,5,阵营2 胜利,"影,扁鹊,孙权,诸葛亮,刘禅","芈月,王昭君,鲁班七号,橘右京,鲁班大师"
扁鹊,王昭君,6,阵营2 胜利,"老夫子,扁鹊,莱西奥,孙悟空,少司缘","蚩奼,王昭君,敖隐,宫本武藏,廉颇"
扁鹊,王昭君,7,阵营1 胜利,"关羽,扁鹊,蚩奼,雅典娜,刘邦","夏洛特,王昭君,公孙离,暃,少司缘"
扁鹊,王昭君,8,阵营2 胜利,"蒙恬,扁鹊,戈娅,铠,少司缘","白起,王昭君,蚩奼,马超,大乔"
扁鹊,王昭君,9,阵营1 胜利,"孙策,王昭君,蚩奼,马超,苏烈","哪吒,扁鹊,戈娅,铠,墨子"
扁鹊,王昭君,10,阵营1 胜利,"元歌,扁鹊,戈娅,韩信,刘邦","狂铁,王昭君,孙尚香,暃,鬼谷子"
扁鹊,张良,1,阵营2 胜利,"影,扁鹊,艾琳,李白,盾山","元歌,张良,李信,铠,张飞"
扁鹊,不知火舞,1,阵营1 胜利,"曹操,扁鹊,戈娅,镜,张飞","司空震,不知火舞,公孙离,韩信,少司缘"
扁鹊,不知火舞,2,阵营2 胜利,"司空震,不知火舞,戈娅,镜,东皇太一","老夫子,扁鹊,元流之子(射手),露娜,大禹"
扁鹊,不知火舞,3,阵营1 胜利,"关羽,不知火舞,李信,韩信,元流之子(坦克)","达摩,扁鹊,敖隐,镜,廉颇"
扁鹊,不知火舞,4,阵营2 胜利,"哪吒,不知火舞,公孙离,裴擒虎,鲁班大师","马超,扁鹊,孙权,镜,大禹"
扁鹊,不知火舞,5,阵营1 胜利,"元歌,不知火舞,苍,裴擒虎,张飞","哪吒,扁鹊,戈娅,孙悟空,苏烈"
扁鹊,不知火舞,6,阵营2 胜利,"哪吒,不知火舞,艾琳,橘右京,少司缘","关羽,扁鹊,李信,曜,盾山"
扁鹊,不知火舞,7,阵营1 胜利,"哪吒,扁鹊,蚩奼,韩信,刘邦","姬小满,不知火舞,马可波罗,孙悟空,鲁班大师"
扁鹊,不知火舞,8,阵营2 胜利,"影,扁鹊,蚩奼,百里玄策,苏烈","老夫子,不知火舞,虞姬,裴擒虎,东皇太一"
扁鹊,不知火舞,9,阵营2 胜利,"关羽,扁鹊,敖隐,韩信,大禹","曹操,不知火舞,元流之子(射手),露娜,太乙真人"
扁鹊,不知火舞,10,阵营2 胜利,"花木兰,不知火舞,孙尚香,韩信,少司缘","司空震,扁鹊,李信,露娜,苏烈"
扁鹊,不知火舞,11,阵营2 胜利,"白起,不知火舞,孙权,杨戬,牛魔","吕布,扁鹊,狄仁杰,裴擒虎,苏烈"
扁鹊,不知火舞,12,阵营2 胜利,"曹操,不知火舞,元流之子(射手),李元芳,刘邦","司空震,扁鹊,蚩奼,镜,少司缘"
扁鹊,不知火舞,13,阵营2 胜利,"元歌,扁鹊,戈娅,阿古朵,大乔","亚瑟,不知火舞,元流之子(射手),暃,张飞"
扁鹊,不知火舞,14,阵营1 胜利,"芈月,扁鹊,苍,百里玄策,苏烈","杨戬,不知火舞,戈娅,铠,少司缘"
扁鹊,不知火舞,15,阵营2 胜利,"司空震,扁鹊,马可波罗,镜,苏烈","花木兰,不知火舞,元流之子(射手),马超,刘邦"
扁鹊,不知火舞,16,阵营1 胜利,"马超,不知火舞,艾琳,镜,元流之子(辅助)","老夫子,扁鹊,戈娅,赵云,刘邦"
扁鹊,不知火舞,17,阵营1 胜利,"曹操,不知火舞,李信,杨戬,盾山","狂铁,扁鹊,元流之子(射手),澜,大禹"
扁鹊,不知火舞,18,阵营2 胜利,"元流之子(刺客),不知火舞,蚩奼,暃,廉颇","孙策,扁鹊,孙权,哪吒,大禹"
扁鹊,不知火舞,19,阵营1 胜利,"司空震,不知火舞,百里守约,大司命,苏烈","杨戬,扁鹊,敖隐,裴擒虎,少司缘"
扁鹊,杨玉环,1,阵营1 胜利,"橘右京,杨玉环,戈娅,云缨,大禹","狂铁,扁鹊,元流之子(射手),宫本武藏,张飞"
扁鹊,杨玉环,2,阵营1 胜利,"孙策,杨玉环,蚩奼,裴擒虎,张飞","曹操,扁鹊,元流之子(射手),杨戬,朵莉亚"
扁鹊,杨玉环,3,阵营1 胜利,"狂铁,杨玉环,孙权,韩信,刘邦","梦奇,扁鹊,苍,雅典娜,苏烈"
扁鹊,杨玉环,4,阵营1 胜利,"蒙恬,杨玉环,司空震,李白,少司缘","狂铁,扁鹊,蚩奼,镜,大乔"
扁鹊,杨玉环,5,阵营2 胜利,"夏洛特,扁鹊,蚩奼,曹操,鲁班大师","钟无艳,杨玉环,元流之子(射手),暃,墨子"
扁鹊,杨玉环,6,阵营1 胜利,"海诺,杨玉环,苍,宫本武藏,苏烈","梦奇,扁鹊,元流之子(射手),马超,大禹"
扁鹊,杨玉环,7,阵营1 胜利,"花木兰,扁鹊,百里守约,云中君,刘邦","哪吒,杨玉环,戈娅,李白,瑶"
扁鹊,杨玉环,8,阵营1 胜利,"影,杨玉环,孙权,阿轲,太乙真人","老夫子,扁鹊,艾琳,镜,刘邦"
扁鹊,杨玉环,9,阵营1 胜利,"关羽,杨玉环,百里守约,裴擒虎,张良","曹操,扁鹊,公孙离,孙悟空,西施"
扁鹊,杨玉环,10,阵营1 胜利,"项羽,扁鹊,元流之子(射手),大司命,刘邦","司空震,杨玉环,戈娅,裴擒虎,太乙真人"
扁鹊,杨玉环,11,阵营2 胜利,"曹操,扁鹊,孙权,大司命,刘邦","蚩奼,杨玉环,戈娅,暃,少司缘"
扁鹊,杨玉环,12,阵营1 胜利,"猪八戒,扁鹊,司空震,暃,刘邦","花木兰,杨玉环,百里守约,赵云,墨子"
扁鹊,杨玉环,13,阵营2 胜利,"夏洛特,杨玉环,公孙离,元流之子(刺客),苏烈","老夫子,扁鹊,蚩奼,赵云,大乔"
扁鹊,杨玉环,14,阵营1 胜利,"曹操,杨玉环,鲁班七号,李白,张飞","姬小满,扁鹊,公孙离,李元芳,苏烈"
扁鹊,杨玉环,15,阵营1 胜利,"花木兰,杨玉环,元流之子(射手),铠,墨子","蒙恬,扁鹊,狄仁杰,裴擒虎,元流之子(辅助)"
扁鹊,杨玉环,16,阵营2 胜利,"亚瑟,杨玉环,戈娅,马超,少司缘","老夫子,扁鹊,元流之子(射手),百里玄策,大禹"
扁鹊,杨玉环,17,阵营2 胜利,"狂铁,扁鹊,蚩奼,百里玄策,大禹","达摩,杨玉环,元流之子(射手),裴擒虎,少司缘"
扁鹊,杨玉环,18,阵营2 胜利,"狂铁,扁鹊,元流之子(射手),阿古朵,刘禅","夏洛特,杨玉环,戈娅,百里玄策,苏烈"
扁鹊,杨玉环,19,阵营2 胜利,"曹操,扁鹊,艾琳,诸葛亮,赵怀真","司空震,杨玉环,戈娅,大司命,张飞"
扁鹊,女娲,1,阵营2 胜利,"杨戬,女娲,敖隐,李元芳,元流之子(辅助)","貂蝉,扁鹊,蚩奼,云缨,项羽"
扁鹊,女娲,2,阵营2 胜利,"老夫子,扁鹊,元流之子(射手),镜,少司缘","花木兰,女娲,蚩奼,云缨,刘邦"
扁鹊,女娲,3,阵营1 胜利,"司空震,扁鹊,敖隐,典韦,杨玉环","曹操,女娲,元流之子(射手),李白,苏烈"
扁鹊,女娲,4,阵营2 胜利,"孙悟空,扁鹊,孙尚香,马超,元流之子(坦克)","关羽,女娲,孙权,曜,朵莉亚"
扁鹊,女娲,5,阵营2 胜利,"元歌,女娲,孙权,云缨,杨玉环","曹操,扁鹊,戈娅,哪吒,刘邦"
扁鹊,女娲,6,阵营2 胜利,"关羽,扁鹊,孙权,裴擒虎,项羽","老夫子,女娲,元流之子(射手),露娜,苏烈"
扁鹊,女娲,7,阵营1 胜利,"杨戬,女娲,公孙离,云中君,大禹","关羽,扁鹊,孙尚香,百里玄策,盾山"
扁鹊,女娲,8,阵营2 胜利,"马超,女娲,元流之子(射手),娜可露露,苏烈","司空震,扁鹊,敖隐,宫本武藏,刘邦"
扁鹊,女娲,9,阵营1 胜利,"曹操,扁鹊,戈娅,兰陵王,赵怀真","司空震,女娲,蚩奼,大司命,元流之子(辅助)"
扁鹊,女娲,10,阵营1 胜利,"狂铁,女娲,戈娅,宫本武藏,空空儿","影,扁鹊,艾琳,诸葛亮,盾山"
扁鹊,女娲,11,阵营1 胜利,"老夫子,扁鹊,戈娅,刘备,张飞","芈月,女娲,蚩奼,云缨,刘邦"
扁鹊,女娲,12,阵营2 胜利,"关羽,女娲,艾琳,宫本武藏,杨玉环","影,扁鹊,百里守约,铠,元流之子(辅助)"
